32041 31852
27518 14497 93
27518 31186 144
16576 13076 90
16576 10033 140
16576 11527 142
4628 10088 15
4628 29867 17
4628 22639 57
4628 31105 60
4628 21098 89
7103 7998 29
7103 7069 63
7103 23573 89
7103 7877 97
7103 11757 108
7103 23849 114
7103 22590 126
27784 14763 93
27784 16165 115
27784 24256 123
31173 8954 50
31173 1640 117
31173 10771 120
25359 31469 41
25359 3140 50
25359 25047 52
25359 25325 63
25359 12338 93
25359 13740 115
25359 29027 144
14742 3183 1
14742 3744 31
14742 19396 108
14742 11214 123
2794 13523 14
2794 3689 29
2794 2820 33
2794 28567 40
2794 2482 52
2794 3573 78
2794 7448 108
2794 18281 126
2794 11997 132
3217 28456 17
3217 21809 34
3217 29325 62
3217 24337 80
3217 19687 89
3217 7871 108
3217 19963 114
14802 14828 33
14802 15576 97
14802 15081 130
20886 26346 15
20886 9267 115
19430 25540 41
19430 7811 115
19430 61 124
31522 27541 47
3157 13886 14
3157 3409 27
3157 28930 40
3157 18815 121
3157 12360 132
21520 8499 93
8486 19215 14
8486 9381 29
8486 29141 48
8486 26497 57
8486 13140 108
9888 28480 34
9888 30536 92
9888 1068 100
9888 6360 123
12568 23297 14
12568 17222 108
16327 15349 70
16327 7507 100
16327 20981 108
18372 11829 140
25389 4818 8
25389 25415 33
25389 25402 53
25389 2823 116
25389 25668 130
28392 7821 8
28392 7990 120
28805 25604 26
28805 28830 32
28805 28818 53
28805 25426 59
28805 8403 120
28805 29084 130
25842 14223 115
9597 9849 27
9597 10492 29
9597 9623 33
9597 9285 52
9597 27608 57
9597 10376 78
9597 25255 121
9597 25084 126
23659 1823 2
23659 29174 25
23659 29317 44
23659 20131 123
23433 2862 8
23433 20232 26
23433 23458 32
23433 20054 59
23433 12504 84
23433 19933 90
23433 24207 97
23433 21670 129
23433 27101 144
19907 25565 44
19907 18929 70
19907 11087 100
19907 16379 123
23686 3115 8
23686 29854 38
23686 29796 41
23686 1467 50
23686 24465 78
23686 12067 115
23686 18637 142
27075 22026 142
8549 8515 63
26377 14818 1
26377 5806 8
26377 26390 53
26377 4891 67
2210 12939 14
2210 3105 29
2210 20802 34
2210 27983 40
2210 28318 62
2210 1232 70
2210 2989 78
2210 23330 80
2732 3627 29
2732 8900 38
2732 23387 48
2732 1754 70
2732 19202 89
2732 23380 92
2732 7386 108
2732 26942 119
17616 17629 53
17616 12567 142
195 25434 17
195 5710 25
195 25968 40
195 4849 108
2237 7697 15
2237 2263 33
2237 28010 40
5626 5652 33
26161 5590 8
26161 4675 67
26161 3284 88
21600 27710 41
21600 21613 53
21600 8579 93
21600 16551 142
21542 8521 93
21542 9923 115
21542 2173 124
11451 16911 15
14454 25183 14
14454 19108 108
6612 3411 26
6612 25204 34
6612 3233 59
6612 23082 89
6612 22270 121
6612 6891 130
6612 10280 144
8145 18874 14
8145 24615 89
7276 24022 114
6938 12398 15
6938 23408 89
6938 22425 126
25261 30776 25
25261 31371 41
25261 30919 44
25261 21280 47
8029 8924 29
8029 23516 126
23720 1884 2
23720 3149 8
23720 23746 33
23720 12791 84
23720 12101 115
27898 5679 50
27898 27911 53
27898 7496 120
23366 12437 84
23366 489 88
15540 15792 27
15540 15566 33
15540 21650 41
15540 15819 130
15540 10491 142
10920 16435 25
10920 11815 29
10920 17088 38
6044 6296 27
6044 6070 33
6044 6010 63
6044 10698 108
30680 8844 2
30680 30368 52
9047 19776 14
9047 29702 48
9047 27058 57
9047 13701 108
9047 25793 114
9047 3998 142
22654 818 2
22654 11725 84
30673 19114 1
30673 8837 2
30673 10102 8
30673 19675 31
30673 30686 53
30673 9187 67
30673 29695 70
30673 19744 84
30673 17652 93
30673 1140 117
30673 11304 124
1205 11934 14
1205 26444 17
1205 1231 33
1205 19797 34
1205 893 52
1205 19216 57
1205 27682 60
1205 1979 97
1205 5859 108
1205 4873 144
9460 14114 108
9460 4411 142
14679 28020 4
14679 3681 31
29473 29161 52
29473 29439 63
30564 30530 63
30564 11195 124
21725 10166 1
21725 27835 41
21725 16676 142
10830 16940 41
10830 11609 78
10830 31478 92
10140 6640 90
10140 13808 144
16710 16723 53
16710 29339 72
16710 11661 142
31258 10687 8
31258 31284 33
31258 30946 52
31258 31271 53
31258 19639 115
31258 1725 117
31258 11889 124
31258 26209 142
24622 18079 140
24622 19573 142
2723 1745 70
22072 17023 142
9207 29855 92
7559 13727 38
7559 13217 44
7559 6581 70
7559 20188 72
7559 4031 123
29791 29804 53
29791 30570 78
29791 18862 84
29791 18172 115
8292 12946 108
30557 30523 63
18849 29578 14
245 13586 4
245 12874 72
10409 23038 72
10409 15063 108
24729 2163 116
24729 4327 120
11039 11065 33
11039 11005 63
11039 15693 108
11039 27785 114
5770 19111 4
25549 3330 50
25549 25562 53
25549 4063 67
25549 25828 130
25549 20500 142
562 6077 25
562 26335 40
562 6220 44
562 31708 58
562 27039 60
562 13191 72
562 5216 108
336 5796 15
336 588 27
336 1110 97
336 615 130
18902 7973 84
18902 15402 90
18902 5881 93
18902 13853 142
18321 6702 115
26787 26813 33
26787 3910 88
26787 30455 144
21430 26890 15
21430 27540 41
21430 9811 115
21430 16381 142
21430 25098 144
16780 21434 108
16780 11731 142
1084 13713 72
1084 519 101
17056 30397 4
17056 29685 72
17056 21710 108
24520 21319 26
24520 2301 50
24520 21020 90
24520 17977 140
589 13930 4
589 31735 58
589 5243 108
3978 22570 34
3978 24633 48
3978 24626 92
3978 8632 108
27125 16196 84
19299 19551 27
19299 20073 97
9803 10055 27
9803 9829 33
9803 10577 97
9803 25461 121
9803 19006 132
12806 29552 114
18438 23092 108
10256 23597 4
10256 9278 70
10256 22885 72
10256 14910 108
16331 29672 4
16331 21989 44
16331 15353 70
16331 12803 123
16791 17043 27
16791 21445 108
16791 11742 142
16791 20459 144
22875 656 50
22875 3506 124
22875 16332 140
22875 17826 142
16453 13252 26
16453 16705 27
16453 21107 108
16453 25656 132
13265 23994 14
21419 21671 27
21419 27529 41
21419 2050 124
5146 5172 33
5146 5920 97
5146 5425 130
17044 27773 14
17044 13063 47
17044 8224 100
17044 21698 108
17044 13516 123
10222 6241 47
10222 6694 123
11716 12611 29
20433 8874 1
20433 7412 93
2594 2282 52
2594 3373 78
20263 30992 14
20263 9265 31
20263 26431 38
20263 11443 100
20263 8644 115
20263 16735 123
26782 26808 33
26782 26470 52
26782 27561 78
26782 15853 84
17104 27833 14
17104 22564 15
17104 13604 90
17104 21758 108
17665 23125 15
17665 17678 53
17665 22319 108
17665 11122 140
28676 17117 1
28676 24695 47
28676 15655 93
28676 25148 123
738 13367 72
27685 27651 63
27685 8316 124
27685 22636 142
15642 4083 1
15642 15330 52
15642 16421 78
15642 4713 84
19843 25303 15
19843 25953 41
19843 19809 63
19843 474 124
19843 14794 142
28098 6262 2
28098 28064 63
28098 21555 140
8261 12915 108
25135 4564 8
25135 14137 31
25135 25914 78
25135 12114 93
25135 4733 120
14399 9350 142
9191 10086 29
9834 15294 15
9834 6633 26
9834 10729 29
9834 9800 63
9834 10113 130
9834 19037 132
26950 5114 2
26950 26976 33
26950 27729 78
26950 16021 84
25409 14480 84
25409 26183 97
25409 25688 130
9713 20442 14
9713 8735 70
13593 13559 63
13593 29251 121
13593 17261 144
24597 2761 2
24597 25376 78
7176 8071 29
9218 4169 142
15048 3489 1
15048 20563 25
15048 4050 31
15048 21158 41
15048 11067 47
15048 14070 70
15048 14483 101
15048 3429 115
29558 18560 31
29558 16537 93
29558 25 117
29558 26030 123
5214 15943 14
5214 30453 17
5214 6109 29
5214 25869 48
5214 31691 60
5214 29424 119
30092 30105 53
30092 8606 67
30092 559 117
30796 19798 31
30796 30809 53
30796 27268 123
25439 13880 1
25439 14441 31
25439 25452 53
25439 3953 67
25439 12418 93
25439 2873 116
24967 31077 41
24967 3481 67
24967 11946 93
24967 2401 116
24967 4565 120
24967 5598 124
8973 29628 48
8973 13627 108
28529 17531 31
28529 28217 52
28529 17600 84
28529 15508 93
28529 25001 123
15052 3493 1
15052 28393 4
15052 25781 14
15052 4054 31
15052 21162 41
15052 19706 108
15052 3433 115
15052 11524 123
10487 6987 90
10487 15141 108
9618 9644 33
9618 28210 34
9618 9306 52
9618 27629 57
9618 6118 90
9618 26364 114
9618 9897 130
9618 4569 142
9618 13286 144
28184 7613 8
28184 23135 142
9280 14740 15
27603 5384 50
27603 14582 93
27603 15984 115
27603 7201 120
9558 22187 72
10371 7170 26
10371 28963 34
10371 11145 97
10371 15025 108
10371 8608 129
26062 4576 67
26062 3185 88
26062 13041 93
26062 3496 116
6092 11607 25
6092 31865 40
6092 11750 44
6092 2111 47
6092 2564 123
14246 24975 14
26338 14779 1
26338 4852 67
26338 13317 93
26338 5936 120
25079 14081 31
25079 31247 38
25079 24101 70
25079 2202 88
17638 17604 63
17638 22292 108
16176 29517 4
17578 22232 108
8795 7817 70
8795 8230 101
8795 13449 108
8795 5267 123
14542 20652 41
14542 20200 44
14542 19196 108
27093 16095 31
27093 5607 67
27093 16164 84
27093 15474 115
27093 4527 116
27093 6691 120
27093 23565 123
27093 7724 124
18285 6726 1
18285 29014 14
18285 24395 41
18285 22939 108
18285 6666 115
4033 20779 114
24105 24357 27
24105 30215 41
24105 24118 53
24105 24071 63
1202 1454 27
1202 2097 29
1202 1228 33
1202 890 52
1202 19213 57
1202 27679 60
1202 1168 63
1202 1976 97
1202 25412 119
1202 16860 121
1202 1481 130
18342 24452 41
18342 18355 53
18342 13293 142
29914 29927 53
29914 1989 61
29914 8428 67
29914 7037 88
7024 17753 14
7024 7919 29
7024 19653 72
7024 23494 89
7024 11678 108
18282 6723 1
9499 15014 25
9499 679 100
9499 8934 101
9499 5971 123
13175 13427 27
13175 19285 41
13175 13954 78
13175 28833 121
2698 1720 70
2698 2133 101
3341 28580 17
3341 4236 29
3341 3307 63
3341 7995 108
3341 27551 119
2472 2498 33
2472 11675 132
21038 27148 41
21038 21051 53
2134 2386 27
2134 2159 32
2134 17792 121
2134 371 129
2134 2413 130
20457 9459 31
20457 7436 93
20457 1088 124
28923 28949 33
28923 28889 63
28923 17304 115
28923 22380 140
28554 29333 78
28554 17625 84
23566 23254 52
23566 23532 63
23566 11947 115
7100 7352 27
7100 7126 33
7100 25692 34
7100 23570 89
7100 31310 119
7100 22758 121
26656 6085 8
26656 26908 27
26656 5170 67
26656 24893 129
26656 21607 142
26656 30324 144
18104 18117 53
18104 6485 115
17933 30562 72
17933 14405 123
2725 3620 29
2725 8893 38
2725 19195 89
2725 7379 108
6114 12282 38
6114 10768 108
16305 15327 70
16305 7485 100
16305 12777 123
16079 16358 130
16079 25282 132
22163 22176 53
16019 16798 78
12553 18721 38
12553 18211 44
12553 11575 70
12553 25182 72
12553 3733 100
12553 17207 108
12553 9025 123
16827 22937 41
16827 21481 108
16827 5208 115
20707 9778 84
20707 1338 124
20707 29910 132
4434 9894 15
4434 19921 126
31540 10969 8
31540 31553 53
31540 18519 93
31540 28012 123
25256 30771 25
25256 14258 31
25256 31366 41
25256 30914 44
25256 21275 47
25256 25269 53
25256 13637 115
25256 21728 123
9510 20239 14
9510 10405 29
9510 15678 38
9510 15168 44
9510 25980 89
9510 14164 108
9510 5982 123
11004 11783 78
3973 29212 17
3973 29746 40
3973 30450 60
3973 30081 62
3973 25093 80
3973 20443 89
13546 2617 84
13546 14320 97
30712 30738 33
30712 30725 53
30712 30678 63
30712 9226 67
30712 31491 78
30712 19783 84
30712 17691 93
30712 10310 120
3058 16399 4
12925 1366 1
12925 23654 14
12925 1306 115
1978 27751 40
1978 1000 70
21016 27184 38
21016 9397 115
26004 20955 142
25552 14623 84
25552 29220 144
11074 11099 32
11074 11848 97
11074 15728 108
11074 27820 114
19329 19295 63
19329 8400 84
19329 20103 97
19329 19608 130
16366 29707 4
16366 16392 33
16366 16054 52
16366 17145 78
3111 13840 14
3111 4006 29
3111 29588 60
3111 19581 89
3111 7765 108
3754 4649 29
3754 30231 60
3754 20224 89
3754 8408 108
3754 19241 126
2884 13613 14
2884 28123 17
2884 8399 25
2884 9052 38
2884 8542 44
2884 23539 48
2884 29361 60
2884 1906 70
2884 15513 72
2884 24004 80
2884 7538 108
21451 17951 90
20870 30073 132
20870 15821 142
29336 29302 63
28967 1042 61
28967 7481 67
28967 18038 84
2825 3077 27
2825 2851 33
2825 3599 97
2825 7479 108
2825 3104 130
23979 20778 26
23979 22216 129
23979 24258 130
3633 16974 4
3633 14362 14
3633 4528 29
3633 8287 108
3633 27843 119
3633 105 123
7513 25524 57
7513 23983 89
7513 7792 130
7513 16716 132
7513 11181 144
1096 13725 72
3138 3164 33
3138 19884 114
18807 18820 53
18807 5786 93
18807 9987 100
28733 29512 78
24548 30658 41
24548 3062 67
24548 12929 115
24548 1982 116
24548 4146 120
28726 8155 8
28726 7240 67
28726 29505 78
28726 25198 123
28726 9357 124
28726 23677 142
12732 18842 41
12732 1113 115
14281 31027 114
14281 9232 142
3621 9789 38
3621 16250 72
3621 93 123
25853 14924 84
25853 14234 115
4354 15083 14
4354 29593 17
4354 5249 29
4354 10522 38
4354 16983 72
4354 25474 80
4354 9008 108
4354 826 123
26619 26585 63
14911 3913 31
14911 13933 70
14911 11383 123
12819 17473 108
14221 3292 84
3274 28513 17
3274 21866 34
3274 29382 62
3274 24394 80
3274 23922 92
6471 17200 14
6471 31710 17
6471 11986 25
6471 7366 29
6471 12129 44
6471 11125 108
20791 7770 93
20791 9172 115
14694 28035 4
14694 3696 31
14694 10713 47
14694 27323 72
14694 19348 108
14694 3075 115
9006 27598 34
9006 13660 108
28766 28454 52
28766 28732 63
28766 15745 93
28766 22223 140
28759 28785 33
28759 6540 50
28759 28447 52
28759 28772 53
28759 834 61
28759 15738 93
28759 29038 130
15409 14844 101
15409 20063 108
15409 11881 123
15183 15957 97
15183 19837 108
15183 18851 144
14845 11644 26
14845 14811 63
14845 15619 97
14845 13082 129
14845 18513 144
15123 25852 14
15123 15902 78
15123 4194 84
15123 19777 108
15123 30610 126
31903 20344 1
3538 3564 33
3538 8192 108
15436 21604 38
15436 6616 100
10108 28700 34
10108 30756 92
10108 26854 114
10108 6580 123
18825 29554 14
18825 18838 53
18825 31454 72
18825 5804 93
25886 26138 27
25886 25912 33
25886 25899 53
25886 3320 116
23274 11715 1
23274 12276 31
23274 28932 44
23274 19293 47
23274 23287 53
23274 22296 70
13440 4620 100
13440 12875 101
13440 18094 108
13440 9912 123
18203 18216 53
18203 13154 142
11567 11255 52
11567 20770 132
25174 25200 33
25174 25140 63
25174 2297 88
3725 225 90
3725 7393 144
17199 27928 14
17199 29828 72
17199 21853 108
9017 29665 92
9017 13671 108
6484 12142 44
6484 11138 108
16057 16309 27
16057 31544 126
16057 25260 132
23074 23099 32
23074 23848 97
23074 23353 130
4836 30609 40
27068 5582 67
27068 14047 93
27068 18248 100
27068 15449 115
27068 4502 116
27068 23540 123
5569 16298 14
5569 30808 17
5569 6464 29
5569 18198 72
5569 26689 80
5569 29779 119
26077 4241 2
26077 3858 50
26077 4591 67
26077 13056 93
26077 5675 120
26077 6708 124
4178 29951 40
6653 7548 29
6653 19282 72
6653 23123 89
6653 27301 92
6653 11307 108
6653 30863 119
6653 3125 123
23527 1691 2
8226 12880 108
8226 17429 132
25923 5352 8
25923 3704 50
25923 4437 67
25923 6554 124
25923 19380 140
25923 20874 142
7297 18026 14
7297 7263 63
7297 16500 132
7297 10965 144
23801 24053 27
23801 1582 50
23801 20422 59
23801 1235 116
23801 24080 130
11985 29996 57
11985 16639 108
11985 21188 132
24077 30187 41
24077 23765 52
22818 982 2
16534 27263 14
16534 16222 52
16534 29163 72
16052 12552 90
16052 16826 97
27950 5731 50
27950 27963 53
3606 16947 4
3606 28845 17
3606 29714 62
3606 8260 108
3606 27816 119
3606 78 123
29188 29201 53
29188 17569 115
28819 24838 47
28819 28832 53
28819 8417 120
15340 15366 33
15340 15306 63
15340 11840 90
15340 3721 115
15340 10291 142
23831 12272 1
23831 29346 25
23831 12833 31
23831 29999 38
23831 23844 53
23831 22853 70
23831 10810 93
23831 23266 101
23831 12212 115
19181 15200 47
19181 19194 53
19181 31810 72
19181 15653 123
23359 1523 2
23359 24138 78
23359 482 88
7365 28013 92
7365 12019 108
7365 31575 119
22437 601 2
22437 28547 41
22437 218 50
22437 22450 53
22437 9416 93
16734 27463 14
16734 16760 33
16734 21388 108
15272 3713 1
15272 26001 14
15272 21382 41
15272 27901 72
15272 11744 123
16674 22189 25
16674 16687 53
16674 13146 123
6298 12466 38
1090 11819 14
1090 26329 17
1090 6605 25
1090 26863 40
1090 6748 44
1090 27567 60
1090 13719 72
1090 22210 80
1090 17560 89
1090 525 101
1090 5744 108
1733 26972 17
1733 2507 97
1733 5401 144
864 6324 15
864 26103 17
864 27341 60
864 17334 89
864 1143 130
864 10067 132
864 4532 144
526 778 27
526 551 32
526 1300 97
526 16184 121
526 805 130
31984 9765 50
31984 31997 53
31984 2451 117
31984 121 143
27315 5096 50
27315 27003 52
27315 28094 78
27315 4749 116
27315 7946 124
27315 22266 142
26946 26912 63
26946 27725 78
26946 16017 84
21958 28068 41
21958 21646 52
21958 18458 90
17308 17274 63
17308 5689 115
5492 30731 17
5492 5180 52
5492 31600 62
5492 21962 89
5492 6266 97
5492 5771 130
16325 22493 38
16325 12344 47
16325 12797 123
10041 15556 25
10041 6060 47
10041 1221 100
20555 20581 33
20555 20521 63
20555 9626 84
14411 2792 115
14411 9362 142
3516 3768 27
3516 3542 33
3516 22108 34
3516 21527 57
3516 16 90
3516 8170 108
19099 25209 41
19099 23753 108
2826 13555 14
2826 28065 17
2826 2852 33
2826 29303 60
2826 23946 80
2826 19296 89
2826 3600 97
2826 18484 121
29932 18373 1
29932 2007 61
28451 6232 50
28451 26688 129
28451 28730 130
11938 319 115
29104 8533 8
29104 29117 53
29104 7618 67
29104 22561 140
28594 6758 2
28594 28620 33
18955 18968 53
18955 23609 108
22949 730 50
22949 22962 53
22949 383 116
22371 535 2
22371 22396 32
22371 152 50
22371 18992 59
22371 18871 90
22371 26039 144
11317 17427 41
11317 15971 108
19408 30137 14
19408 25576 38
19408 32037 72
19408 7789 115
19408 39 124
6727 6753 33
6727 6415 52
18299 29028 14
6667 7562 29
6667 12325 44
6667 11321 108
6667 30877 119
6667 3139 123
19811 30540 14
31709 2176 117
22940 28455 25
22940 18959 47
11124 126 31
11124 17292 38
11124 17234 41
11124 31779 48
2942 16283 4
2942 2968 33
2942 15571 72
24540 13542 31
24540 30650 41
24540 24553 53
24540 12921 115
24540 21012 123
24314 27982 144
30398 8179 50
2069 17727 121
23976 2140 2
23976 20775 26
23976 20597 59
23976 24255 130
24254 25033 78
24254 13325 84
24254 12635 115
20788 26898 41
20788 20801 53
20788 9169 115
25062 24497 101
25062 4660 120
12669 29415 114
12669 12948 130
1722 27495 40
1722 2501 78
3886 8540 108
4919 15648 14
4919 22930 57
4919 31396 60
4919 21389 89
4919 29129 119
24567 2348 50
24567 15747 100
24567 5198 124
24567 19518 142
19239 29968 14
19239 20018 78
19239 14190 142
13261 23990 14
13261 17915 108
16714 5716 31
16714 29343 72
16487 4928 1
16487 5489 31
16487 22655 38
16487 12506 47
16487 7667 100
16487 12959 123
13083 26424 4
13083 19193 41
13083 18741 44
13083 25712 72
13083 4263 100
13083 12518 101
13083 9555 123
21116 21368 27
14699 28040 4
14699 20214 25
14699 20809 41
14699 10718 47
14699 14134 101
14699 19353 108
14699 11171 123
16741 21395 108
27844 27870 33
27844 28623 78
22575 11016 1
22575 22588 53
22575 9 116
17141 23251 41
17141 17420 130
17141 26344 132
17128 17154 33
17128 20796 144
17894 23354 15
17894 17860 63
17894 18668 97
17894 22548 108
17894 16131 129
17894 18173 130
17894 21562 144
13615 26956 4
13615 19130 25
13615 9634 47
13615 4795 100
13615 13050 101
13615 18269 108
13615 10087 123
5496 5184 52
5496 1996 90
5496 6270 97
5496 5775 130
12066 18176 41
12066 30077 57
6059 11519 15
6059 31298 17
6059 6954 29
6059 6025 63
23225 23191 63
23225 23999 97
23225 23504 130
23225 26893 144
23167 1331 2
23167 2596 8
23167 3798 124
17070 27799 14
17070 23238 38
17070 17083 53
17070 29699 72
17070 17849 78
13529 13495 63
13529 10029 90
13529 29187 121
13529 8480 142
16618 22728 41
16571 16259 52
16571 13071 90
16571 11522 142
13105 14000 29
13105 9124 47
13105 9577 123
17379 28108 14
17379 6381 31
17379 30008 72
16884 27613 14
16884 5955 84
11556 22285 14
11556 17016 15
11556 11244 52
11556 29567 57
11556 16210 108
11556 27043 126
20273 11453 100
7861 13321 15
7861 25872 57
7861 24331 89
7861 12515 108
6932 11586 108
23436 1217 50
23436 870 116
23436 4067 124
23436 21673 129
23436 18387 142
23436 27104 144
11620 11872 27
11620 30212 34
11620 16274 108
11620 27107 126
11620 9857 129
11620 15288 144
16169 29510 4
16169 28798 72
16169 11120 142
9995 10021 33
9995 14649 108
9995 26741 114
9995 25482 126
9657 6456 26
9657 6278 59
9935 20664 14
9935 28527 34
9935 4886 142
6469 11984 25
6469 7364 29
6469 2488 47
6469 27124 48
6469 30679 119
6469 2941 123
10248 15906 44
10248 9270 70
10248 14902 108
10248 6720 123
19172 8174 31
19172 31801 72
23602 23854 27
23602 29712 41
23602 23615 53
23602 4233 124
23602 18553 142
23264 698 116
23264 16721 140
23542 665 88
27366 27618 27
27366 27332 63
27366 27645 130
27366 31034 144
3022 3917 29
3022 21033 57
3022 24142 80
3022 19492 89
3022 18509 126
3022 3301 130
3022 12225 132
2152 23272 80
2152 22800 92
20138 26248 41
20138 20151 53
28604 23555 142
28235 6399 2
28235 28201 63
28235 17306 84
23247 23213 63
18597 24057 15
6781 3281 90
6781 22268 126
6781 5018 129
18873 18899 33
18873 24983 41
17785 31126 4
17785 23953 38
17785 12736 142
17614 28343 14
17614 23724 41
364 26137 40
2406 13135 14
2406 7060 108
11330 22059 14
11330 17440 41
5795 6574 78
3891 9351 15
3891 13094 132
19138 19151 53
19138 23792 108
30723 30749 33
30723 31502 78
30723 24180 140
30710 30676 63
30710 31489 78
30710 19781 84
31476 31442 63
19768 8839 84
17676 17642 63
25454 13895 1
20246 20259 53
20020 20046 33
20020 16520 90
20020 20794 97
20007 20033 33
20007 20781 97
20007 638 124
19960 25420 15
19960 26070 41
19960 591 124
6973 23443 89
6973 11627 108
8375 19104 14
8375 13835 15
8375 26386 57
8375 24845 89
625 651 33
23662 1826 2
23662 12664 31
23662 29830 38
23662 14842 100
23662 12043 115
23662 20134 123
25116 25895 78
25116 13497 115
25116 5747 124
26102 5531 8
26102 3536 116
19947 26057 41
18956 12413 140
6913 6879 63
8315 28970 48
8315 12969 108
8315 4787 123
16406 22516 41
16406 16094 52
16406 12906 90
565 1460 29
565 13194 72
565 5219 108
14885 3326 1
4909 15638 14
29809 18250 1
29809 18190 115
29809 10440 124
29809 24760 142
21983 22235 27
21983 22009 33
21983 25651 144
22578 359 50
22578 12 116
22126 9105 93
22126 10507 115
12487 12453 63
15490 15178 52
15490 4561 84
29097 17478 115
7648 25659 57
7648 23306 121
15903 15869 63
21122 27232 41
12940 1381 1
12940 1321 115
25888 25901 53
25888 14959 84
15185 15437 27
15185 15151 63
15185 15464 130
15185 24388 132
15185 18853 144
14847 20307 15
14847 3918 84
14847 15621 97
14847 15126 130
11659 22388 14
11659 12554 29
19813 30542 14
19813 444 124
19813 29016 132
19813 13270 140
19813 14764 142
3540 3566 33
3540 3819 130
30817 8981 2
30817 19819 31
30817 21997 100
30817 27289 123
30646 19087 1
30646 8427 50
30646 2721 61
30646 29668 70
30646 19027 115
30646 10244 120
15438 3879 1
15438 28067 72
15438 6618 100
15438 20092 108
15438 10389 142
24362 12743 115
15611 12083 123
30121 8635 67
30121 18502 115
25537 4966 8
25537 25563 33
25537 25550 53
25537 25503 63
25537 13918 115
25537 5135 120
25537 6168 124
31359 10957 120
30990 3065 61
30990 30012 70
30990 27462 123
26002 3783 50
26002 12981 93
26002 14383 115
26002 20953 142
9536 15194 44
29092 17533 1
29092 29118 33
29092 28780 52
29092 18163 84
5169 1669 90
5169 21915 114
5169 5448 130
6926 6892 63
6926 23672 114
21180 27348 38
15972 14994 70
15972 28601 72
21830 21796 63
21830 2461 124
12220 13115 29
12220 18330 41
12220 16874 108
16494 22662 38
16494 4875 115
16494 12966 123
20374 26484 41
9177 10072 29
9177 27769 34
9177 29832 48
9177 25647 89
10671 28682 57
10671 10637 63
10671 19874 132
10671 5622 142
15172 15138 63
15172 11672 90
15172 15946 97
15172 15451 130
15172 24375 132
15172 10123 142
15172 18840 144
4512 30620 62
4512 20982 89
4512 25160 92
4512 28722 119
26744 4525 50
25753 19210 140
25753 20704 142
13710 13676 63
13710 10210 90
13710 18364 108
13710 30456 114
15112 3553 1
15112 28453 4
15112 4114 31
15112 11584 123
4165 5060 29
4165 24820 48
4165 30642 60
4165 28375 119
23203 23229 33
23203 984 50
23203 19703 90
13723 13975 27
13723 13689 63
13723 14002 130
13723 17391 144
13385 18039 108
13385 30131 114
13385 28872 126
13663 26292 72
13663 2044 115
13663 8614 142
14476 14728 27
30443 9872 8
23358 18309 142
14697 20865 38
14697 10716 47
14697 14132 101
14697 19351 108
17923 6364 1
17923 23438 25
17923 24091 38
17923 13942 47
17923 17936 53
17923 17358 101
17923 22577 108
17923 14395 123
14519 2960 1
14519 20687 38
14519 10991 123
17864 23324 15
17864 18116 27
17864 17890 33
17864 14364 90
17864 22518 108
6969 23439 89
6969 11623 108
6969 16172 132
16135 26864 14
16135 12154 47
16135 4516 115
16135 12607 123
18177 23637 15
18177 6558 115
18177 13128 142
4101 4996 29
4101 22112 57
4101 30578 60
4101 30209 62
4101 25221 80
4101 20847 114
14121 10742 59
14121 3192 84
15878 15844 63
15878 20532 108
11571 22300 14
11571 11597 33
11571 29582 57
11571 12350 78
11571 6522 142
10050 23391 4
10050 15565 25
10050 10945 29
10050 14704 108
31555 19996 1
31555 9336 50
31555 3630 61
31555 2022 117
7211 8106 29
7211 25803 34
7211 23681 89
7211 27859 92
24908 13910 31
24908 31018 41
24908 2689 50
24908 2031 88
24908 13289 115
24908 4506 120
24908 21380 123
26971 26659 52
26971 4094 88
26971 27745 97
5338 10798 15
5338 6233 29
18945 28148 132
27436 15877 1
27436 5217 50
27436 4559 88
27436 15817 115
22786 950 2
22786 567 50
22786 220 116
26964 27216 27
26964 27743 78
2788 29265 60
2788 2754 63
2788 26998 119
2788 18275 126
1354 1380 33
1354 18100 114
28650 19830 100
28650 28085 101
23216 23468 27
23216 29326 41
23216 19716 90
23216 26884 144
23156 937 50
23156 23935 78
23156 12227 84
23156 590 116
23156 3787 124
23156 18107 142
19690 25800 41
18141 6582 1
18141 13092 142
10846 10872 33
10846 31501 48
10846 7346 90
10846 15500 108
10846 20049 132
10846 4303 140
9977 9665 52
9977 10751 97
28543 28556 53
28543 29322 78
30606 8387 50
30606 30572 63
30606 9120 67
30606 19677 84
30606 1073 117
9917 23258 4
9917 30565 92
9917 14571 108
10730 11625 29
10730 28741 57
6451 31690 17
6451 11966 25
6451 12619 38
6451 12109 44
6451 5473 70
6451 22921 89
6451 5886 101
14605 14631 33
14605 20715 41
14605 3676 84
14605 8062 140
25609 22081 123
25438 4867 8
25438 31096 44
19154 10334 100
19154 15626 123
16061 22171 41
16061 16835 97
16061 31719 121
16061 16340 130
14599 14565 63
14599 15378 78
14599 3670 84
14599 30257 121
16001 22111 41
16001 5072 84
9964 10216 27
9964 10859 29
9964 9990 33
9964 9930 63
9964 19167 132
9964 13632 144
2154 1176 70
2154 1589 101
19218 25386 38
19218 19231 53
19218 18240 70
19218 31847 72
19218 6197 93
19218 14169 142
27081 5245 2
27081 23553 123
24959 24985 33
24959 24647 52
24959 13340 115
29137 7301 2
29137 9768 124
29137 29416 130
29137 22594 140
29137 24088 142
26824 27076 27
